"","Viv1","Viv2","Viv3","Hfd1","Hfd2","Hfd3"
"ENSMUSG00000070107",0,0,0,0,0,0
"ENSMUSG00000029664",2465,1522,1849,1767,1498,1863
"ENSMUSG00000029663",42,13,20,51,18,39
"ENSMUSG00000032766",165,117,100,135,154,195
"ENSMUSG00000032757",2141,1403,1586,1480,1612,1867
"ENSMUSG00000087863",0,0,0,0,0,0
"ENSMUSG00000029661",95,53,92,476,680,391
"ENSMUSG00000015189",924,582,861,525,575,642
"ENSMUSG00000004631",60,54,74,127,142,106
"ENSMUSG00000092035",11,13,12,34,51,36
"ENSMUSG00000093570",0,0,0,0,0,0
"ENSMUSG00000083041",61,49,57,41,55,65
"ENSMUSG00000032827",230,158,379,154,224,293
"ENSMUSG00000002588",31511,20382,20889,15407,14726,18072
"ENSMUSG00000029759",2371,1440,1801,1849,1212,2139
"ENSMUSG00000032667",1528,1038,1354,1268,1254,1339
"ENSMUSG00000042607",11,2,9,14,8,14
"ENSMUSG00000019577",599,364,143,772,411,911
"ENSMUSG00000029757",1,0,0,0,0,1
"ENSMUSG00000085416",0,0,0,0,0,0
"ENSMUSG00000015112",5652,3735,5205,3969,3974,4186
"ENSMUSG00000093482",0,0,0,0,0,0
"ENSMUSG00000093658",0,0,0,0,0,0
"ENSMUSG00000093380",0,0,0,0,0,0
"ENSMUSG00000042541",1268,1013,1190,989,1106,992
"ENSMUSG00000093675",0,0,0,0,0,0
"ENSMUSG00000093581",0,0,0,0,0,0
"ENSMUSG00000093651",1558,564,1215,1268,590,650
"ENSMUSG00000090063",0,0,0,0,0,0
"ENSMUSG00000029754",0,0,0,0,0,0
"ENSMUSG00000029755",0,0,0,0,0,0
"ENSMUSG00000065770",0,0,0,0,0,0
"ENSMUSG00000090567",0,0,0,0,0,0
"ENSMUSG00000042505",211,160,146,151,177,152
"ENSMUSG00000061762",0,0,0,0,0,0
"ENSMUSG00000029752",61,84,962,19,25,11
"ENSMUSG00000042460",758,326,495,529,346,625
"ENSMUSG00000084418",0,0,0,0,0,0
"ENSMUSG00000048365",114,55,111,89,108,85
"ENSMUSG00000068794",0,0,0,3,0,0
"ENSMUSG00000042447",285,171,286,239,237,274
"ENSMUSG00000012483",91,45,63,63,49,54
"ENSMUSG00000089862",489,299,363,381,373,408
"ENSMUSG00000089890",0,0,0,0,0,0
"ENSMUSG00000089735",5,6,5,5,6,1
"ENSMUSG00000090151",0,0,0,0,0,0
"ENSMUSG00000088118",0,0,0,0,0,0
"ENSMUSG00000087305",32,28,12,35,38,50
"ENSMUSG00000077250",0,0,0,0,0,0
"ENSMUSG00000029638",7,6,4,10,3,10
"ENSMUSG00000090407",0,0,0,0,0,0
"ENSMUSG00000090234",0,0,0,0,0,0
"ENSMUSG00000062995",38,29,29,39,40,44
"ENSMUSG00000046178",0,0,1,1,2,2
"ENSMUSG00000092676",0,0,0,0,0,0
"ENSMUSG00000064690",0,0,0,0,0,0
"ENSMUSG00000029632",7029,5367,5609,5056,5643,5979
"ENSMUSG00000029629",403,276,374,349,386,367
"ENSMUSG00000057223",20,29,13,19,21,26
"ENSMUSG00000087969",0,0,0,0,0,0
"ENSMUSG00000032625",6,4,4,19,33,35
"ENSMUSG00000083794",57,25,33,38,43,35
"ENSMUSG00000065030",0,0,0,0,0,0
"ENSMUSG00000083620",0,0,0,0,0,0
"ENSMUSG00000029571",6862,4189,6109,7499,5336,9031
"ENSMUSG00000077643",0,0,0,0,0,0
"ENSMUSG00000079679",0,0,0,0,0,0
"ENSMUSG00000091978",0,0,0,0,0,0
"ENSMUSG00000065909",0,0,0,0,0,0
"ENSMUSG00000029569",552,340,525,531,478,550
"ENSMUSG00000042742",298,242,315,217,241,305
"ENSMUSG00000048216",0,0,0,1,2,0
"ENSMUSG00000052419",360,253,301,346,342,349
"ENSMUSG00000084931",58,41,40,39,47,51
"ENSMUSG00000092059",0,0,0,0,0,0
"ENSMUSG00000088975",0,0,0,0,0,0
"ENSMUSG00000077334",0,0,0,0,0,0
"ENSMUSG00000042717",1,0,8,0,0,3
"ENSMUSG00000029563",93,86,65,100,66,87
"ENSMUSG00000093317",0,0,0,0,0,0
"ENSMUSG00000041390",716,507,644,681,752,819
"ENSMUSG00000029553",60,59,54,68,55,53
"ENSMUSG00000081744",0,0,5,2,1,1
"ENSMUSG00000084772",0,0,0,0,0,0
"ENSMUSG00000054556",2,6,5,1,2,2
"ENSMUSG00000029552",31,14,48,22,32,27
"ENSMUSG00000085171",1,0,0,2,1,1
"ENSMUSG00000085264",0,0,0,0,0,0
"ENSMUSG00000000058",158,105,128,114,119,150
"ENSMUSG00000007655",94,67,62,47,71,58
"ENSMUSG00000064965",0,0,0,0,0,0
"ENSMUSG00000009376",2070,1476,1954,1402,1253,1547
"ENSMUSG00000015733",2500,1703,1946,2058,1982,2278
"ENSMUSG00000029534",216,121,151,216,189,203
"ENSMUSG00000086409",0,0,0,0,0,0
"ENSMUSG00000081077",0,0,0,0,0,0
"ENSMUSG00000010797",112,71,97,69,85,114
"ENSMUSG00000010796",0,0,0,0,0,0
"ENSMUSG00000084203",11,9,9,17,19,23
"ENSMUSG00000082289",80,39,51,45,51,49
"ENSMUSG00000041301",3,3,1,4,7,0
"ENSMUSG00000087389",0,0,0,0,0,0
"ENSMUSG00000080767",0,0,0,0,0,0
"ENSMUSG00000000416",7,2,4,6,6,8
"ENSMUSG00000084947",0,0,0,0,0,0
"ENSMUSG00000093271",0,0,0,0,0,0
"ENSMUSG00000065051",0,0,0,0,0,0
"ENSMUSG00000071568",25,7,19,12,15,7
"ENSMUSG00000085607",196,138,182,232,172,246
"ENSMUSG00000044155",123,82,101,123,102,118
"ENSMUSG00000029517",0,0,0,0,0,0
"ENSMUSG00000084650",0,0,0,0,0,0
"ENSMUSG00000088880",0,0,0,0,0,0
"ENSMUSG00000065702",0,0,0,0,0,0
"ENSMUSG00000087831",0,0,0,0,0,0
"ENSMUSG00000088458",0,0,0,0,0,0
"ENSMUSG00000060882",2,0,2,1,0,0
"ENSMUSG00000029669",4088,3196,3936,3390,3317,4243
"ENSMUSG00000029670",207,108,148,130,137,150
"ENSMUSG00000090888",1,1,0,0,4,0
"ENSMUSG00000062980",1234,763,1187,998,933,1113
"ENSMUSG00000029671",0,0,0,0,0,0
"ENSMUSG00000029672",518,310,453,520,516,513
"ENSMUSG00000077877",0,0,0,0,0,0
"ENSMUSG00000077134",0,0,0,0,0,0
"ENSMUSG00000068748",1,0,0,0,0,0
"ENSMUSG00000029695",8670,5522,9353,3778,5306,5376
"ENSMUSG00000071564",0,0,0,0,0,0
"ENSMUSG00000071563",0,0,0,0,2,1
"ENSMUSG00000029697",0,0,0,0,0,0
"ENSMUSG00000017978",508,300,468,390,465,488
"ENSMUSG00000088885",0,0,0,0,0,0
"ENSMUSG00000051956",1,0,0,0,0,0
"ENSMUSG00000078179",0,0,0,0,0,0
"ENSMUSG00000043865",0,0,0,0,0,0
"ENSMUSG00000029700",0,0,0,0,0,0
"ENSMUSG00000093580",0,0,0,0,0,0
"ENSMUSG00000093255",0,0,0,0,0,0
"ENSMUSG00000046192",0,2,1,1,1,0
"ENSMUSG00000023089",1091,736,831,831,866,785
"ENSMUSG00000029685",0,0,0,1,0,1
"ENSMUSG00000091097",0,0,0,0,0,0
"ENSMUSG00000029683",7,3,7,12,3,4
"ENSMUSG00000029684",1926,1287,1770,1520,1495,1756
"ENSMUSG00000029679",1,0,0,1,0,0
"ENSMUSG00000029680",1,0,0,0,1,0
"ENSMUSG00000029682",0,0,0,0,0,0
"ENSMUSG00000029678",0,0,0,0,0,0
"ENSMUSG00000077196",0,0,0,0,0,0
"ENSMUSG00000048022",15,13,16,12,34,20
"ENSMUSG00000090045",0,0,0,0,0,0
"ENSMUSG00000087867",0,0,0,0,0,0
"ENSMUSG00000089442",0,0,0,0,0,0
"ENSMUSG00000039904",0,0,0,0,0,0
"ENSMUSG00000029676",147,93,120,124,100,120
"ENSMUSG00000088387",0,0,0,0,0,0
"ENSMUSG00000024211",88,48,144,11,33,25
"ENSMUSG00000088391",0,0,0,0,0,0
"ENSMUSG00000076067",0,0,0,0,0,0
"ENSMUSG00000043340",3,2,4,3,0,2
"ENSMUSG00000039841",235,100,163,153,146,142
"ENSMUSG00000083107",25,20,24,29,21,22
"ENSMUSG00000029708",390,248,402,274,394,364
"ENSMUSG00000020440",1827,1375,1456,1329,1700,1376
"ENSMUSG00000029707",0,0,0,0,0,0
"ENSMUSG00000029706",0,0,0,0,0,0
"ENSMUSG00000001424",3046,1777,2939,2160,2769,2445
"ENSMUSG00000049939",0,1,0,0,2,1
"ENSMUSG00000092090",0,0,0,0,0,0
"ENSMUSG00000065469",0,0,0,0,0,0
"ENSMUSG00000059201",0,0,0,0,0,0
"ENSMUSG00000064436",0,0,0,0,0,0
"ENSMUSG00000029701",636,366,450,493,540,541
"ENSMUSG00000093288",0,0,0,0,0,0
"ENSMUSG00000079654",1,1,0,1,0,0
"ENSMUSG00000003500",71,50,46,69,52,75
"ENSMUSG00000089289",0,0,0,0,0,0
"ENSMUSG00000043421",66,36,25,64,54,81
"ENSMUSG00000079652",2,3,0,1,2,2
"ENSMUSG00000039742",0,0,0,0,0,0
"ENSMUSG00000090692",0,0,0,0,0,0
"ENSMUSG00000029767",3075,1716,2632,2677,2762,3051
"ENSMUSG00000058831",2,1,1,0,0,1
"ENSMUSG00000029769",3,2,1,1,3,1
"ENSMUSG00000092956",0,0,0,0,0,0
"ENSMUSG00000068699",0,0,2,1,2,0
"ENSMUSG00000004285",657,436,602,521,571,535
"ENSMUSG00000090685",0,0,0,0,0,0
"ENSMUSG00000059022",137,104,175,59,88,65
"ENSMUSG00000088643",0,1,0,0,0,0
"ENSMUSG00000072491",0,1,0,0,1,0
"ENSMUSG00000029771",324,167,359,123,189,130
"ENSMUSG00000012535",1265,800,1105,778,922,899
"ENSMUSG00000001763",404,233,434,88,206,150
"ENSMUSG00000001761",184,99,191,137,145,156
"ENSMUSG00000081564",29,15,25,11,19,14
"ENSMUSG00000029772",600,273,604,418,423,470
"ENSMUSG00000039629",3,2,2,10,4,5
"ENSMUSG00000082036",0,0,0,0,0,0
"ENSMUSG00000065078",0,0,0,0,0,0
"ENSMUSG00000083961",0,0,0,0,0,0
"ENSMUSG00000045709",0,0,0,0,0,1
"ENSMUSG00000092900",0,0,0,0,0,0
"ENSMUSG00000058440",238,147,202,160,181,160
"ENSMUSG00000065343",0,1,0,0,0,0
"ENSMUSG00000076361",0,0,0,0,0,0
"ENSMUSG00000065586",0,0,0,0,0,0
"ENSMUSG00000065619",0,0,0,0,0,0
"ENSMUSG00000039159",1587,1086,1425,1144,1175,1453
"ENSMUSG00000084861",0,0,0,0,0,0
"ENSMUSG00000087846",0,0,0,0,0,0
"ENSMUSG00000039130",263,144,204,152,222,157
"ENSMUSG00000065662",0,0,0,1,0,0
"ENSMUSG00000029775",1692,834,1420,1122,1228,1506
"ENSMUSG00000085470",0,0,0,0,0,0
"ENSMUSG00000029782",265,160,232,234,217,241
"ENSMUSG00000029784",5,3,0,0,1,0
"ENSMUSG00000071553",0,0,0,0,2,0
"ENSMUSG00000039070",0,0,0,0,0,0
"ENSMUSG00000086854",0,0,0,0,0,0
"ENSMUSG00000029788",0,0,0,0,0,0
"ENSMUSG00000054446",0,0,0,0,0,1
"ENSMUSG00000029790",72,30,54,53,40,63
"ENSMUSG00000086542",0,0,0,0,0,0
"ENSMUSG00000083221",0,0,0,0,0,0
"ENSMUSG00000051855",44,17,45,111,85,67
"ENSMUSG00000065501",0,0,0,0,0,0
"ENSMUSG00000025607",922,470,673,696,630,759
"ENSMUSG00000085321",0,0,0,0,0,0
"ENSMUSG00000039032",0,0,0,0,0,0
"ENSMUSG00000073209",0,0,0,0,0,0
"ENSMUSG00000065610",0,0,0,0,0,0
"ENSMUSG00000065604",0,0,0,0,0,0
"ENSMUSG00000084894",0,1,0,0,0,0
"ENSMUSG00000087312",0,1,0,0,0,0
"ENSMUSG00000086922",1488,1203,1288,1149,1233,1171
"ENSMUSG00000044471",6,2,3,1,1,3
"ENSMUSG00000087380",145,132,179,110,119,129
"ENSMUSG00000086931",0,0,0,1,0,0
"ENSMUSG00000086212",8,7,6,17,16,21
"ENSMUSG00000086855",1,0,1,2,0,1
"ENSMUSG00000025609",1921,1203,1457,1470,1587,1685
"ENSMUSG00000025608",216,120,132,138,146,223
"ENSMUSG00000086732",0,0,0,0,0,0
"ENSMUSG00000086804",0,0,0,0,0,0
"ENSMUSG00000086885",0,0,0,0,0,0
"ENSMUSG00000084973",0,0,0,0,0,1
"ENSMUSG00000087379",0,0,0,0,0,0
"ENSMUSG00000029766",0,0,0,0,0,0
"ENSMUSG00000085616",0,0,0,0,0,0
"ENSMUSG00000029765",46,25,43,75,65,91
"ENSMUSG00000086720",0,0,0,0,0,0
"ENSMUSG00000086675",0,0,0,0,0,0
"ENSMUSG00000086763",4,5,10,5,7,9
"ENSMUSG00000084386",0,0,1,1,1,0
"ENSMUSG00000053768",2758,1827,2299,2257,2290,2476
"ENSMUSG00000085847",0,0,0,0,0,0
"ENSMUSG00000087777",0,0,0,0,0,0
"ENSMUSG00000082217",0,0,0,0,0,1
"ENSMUSG00000029763",595,328,486,871,563,963
"ENSMUSG00000083728",0,0,0,0,0,0
"ENSMUSG00000087441",0,0,0,0,0,0
"ENSMUSG00000056215",0,0,1,0,0,0
"ENSMUSG00000087356",1,0,0,0,0,0
"ENSMUSG00000018999",767,345,378,466,471,545
"ENSMUSG00000087613",6,10,5,4,5,4
"ENSMUSG00000086762",0,0,0,0,0,0
"ENSMUSG00000001642",24,9,12,17,34,13
"ENSMUSG00000029762",54,43,48,54,61,53
"ENSMUSG00000093110",0,1,0,0,0,0
"ENSMUSG00000081991",0,0,0,0,0,0
"ENSMUSG00000081196",0,0,1,0,0,0
"ENSMUSG00000061758",29,26,46,29,37,40
"ENSMUSG00000052131",3,1,0,1,6,6
"ENSMUSG00000084965",0,0,0,0,0,0
"ENSMUSG00000038871",368,200,271,329,380,307
"ENSMUSG00000085187",0,0,0,0,0,0
"ENSMUSG00000029761",7645,4391,6368,6973,6196,7762
"ENSMUSG00000085382",0,0,0,0,0,0
"ENSMUSG00000079612",0,0,0,0,0,0
"ENSMUSG00000060411",0,0,1,0,0,0
"ENSMUSG00000086834",0,0,0,0,0,0
"ENSMUSG00000038836",111,59,74,74,69,85
"ENSMUSG00000082920",192,128,173,116,138,143
"ENSMUSG00000082118",63,46,36,49,38,50
"ENSMUSG00000082446",0,0,1,1,0,0
"ENSMUSG00000057137",201,133,187,133,112,166
"ENSMUSG00000046806",52,20,25,33,28,50
"ENSMUSG00000058486",590,450,585,410,513,522
"ENSMUSG00000029848",1,0,0,0,0,0
"ENSMUSG00000029847",0,0,0,0,0,1
"ENSMUSG00000038784",340,178,269,173,200,231
"ENSMUSG00000038759",372,194,279,278,290,287
"ENSMUSG00000087808",0,0,0,0,0,1
"ENSMUSG00000073155",1499,931,968,1781,1541,1725
"ENSMUSG00000029843",20,0,12,13,11,17
"ENSMUSG00000047420",9,20,10,44,62,32
"ENSMUSG00000029840",3663,2089,2991,3012,2604,3291
"ENSMUSG00000092877",0,0,0,0,0,0
"ENSMUSG00000077246",0,0,0,0,0,0
"ENSMUSG00000073154",0,0,0,0,0,0
"ENSMUSG00000045613",2,1,0,1,0,3
"ENSMUSG00000070075",0,0,0,0,0,0
"ENSMUSG00000080336",0,0,0,0,0,0
"ENSMUSG00000029838",0,2,0,1,1,0
"ENSMUSG00000038665",0,0,1,1,0,0
"ENSMUSG00000029837",0,0,0,0,0,0
"ENSMUSG00000058661",14,8,24,12,14,16
"ENSMUSG00000038648",898,416,496,625,567,871
"ENSMUSG00000038641",6318,3630,3522,3819,2737,4078
"ENSMUSG00000077837",0,0,0,0,0,0
"ENSMUSG00000080242",440,275,467,367,438,426
"ENSMUSG00000029833",420,322,374,403,319,526
"ENSMUSG00000029830",0,1,0,0,1,0
"ENSMUSG00000038600",2,2,0,1,3,0
"ENSMUSG00000088263",0,0,0,0,0,0
"ENSMUSG00000029829",0,0,0,0,0,0
"ENSMUSG00000087924",0,0,0,0,0,0
"ENSMUSG00000063455",132,51,78,155,103,133
"ENSMUSG00000047749",13,5,7,10,11,12
"ENSMUSG00000029826",1114,675,991,851,759,808
"ENSMUSG00000057696",252,230,206,176,195,182
"ENSMUSG00000056832",11,9,6,9,10,8
"ENSMUSG00000089905",0,0,0,0,0,0
"ENSMUSG00000038538",779,300,609,374,352,617
"ENSMUSG00000019689",502,341,393,380,435,418
"ENSMUSG00000081670",1,2,1,0,2,1
"ENSMUSG00000029823",1949,1197,1297,1196,1401,1859
"ENSMUSG00000092140",0,0,0,0,0,0
"ENSMUSG00000071537",4,0,3,0,1,0
"ENSMUSG00000079598",0,0,0,0,0,0
"ENSMUSG00000061436",1462,433,856,905,412,1357
"ENSMUSG00000029925",63,44,59,94,68,62
"ENSMUSG00000077339",0,0,0,0,0,0
"ENSMUSG00000038507",929,548,617,774,698,723
"ENSMUSG00000073144",12,8,3,12,15,13
"ENSMUSG00000042599",515,270,550,439,311,532
"ENSMUSG00000089422",0,0,0,0,0,0
"ENSMUSG00000029924",622,384,617,523,559,639
"ENSMUSG00000029923",5,3,9,7,3,3
"ENSMUSG00000029922",557,319,473,414,452,451
"ENSMUSG00000068601",1,0,0,0,1,3
"ENSMUSG00000064900",0,0,0,0,0,0
"ENSMUSG00000093287",0,0,0,0,0,0
"ENSMUSG00000038456",99,48,65,101,129,128
"ENSMUSG00000085058",2,0,1,2,0,1
"ENSMUSG00000046947",219,129,222,173,189,201
"ENSMUSG00000086582",0,1,0,0,0,0
"ENSMUSG00000002416",303,301,281,251,287,271
"ENSMUSG00000002413",582,294,497,441,313,505
"ENSMUSG00000091313",363,168,137,332,258,330
"ENSMUSG00000029918",217,140,140,156,149,167
"ENSMUSG00000057716",0,0,0,0,0,0
"ENSMUSG00000029916",72,49,66,54,56,49
"ENSMUSG00000037172",407,203,339,314,280,349
"ENSMUSG00000037159",0,0,0,0,0,0
"ENSMUSG00000029911",387,258,225,234,254,293
"ENSMUSG00000052850",0,0,0,0,0,0
"ENSMUSG00000037140",0,0,0,0,0,0
"ENSMUSG00000029909",0,0,0,0,0,0
"ENSMUSG00000068259",0,0,0,0,0,0
"ENSMUSG00000045514",0,0,0,0,0,0
"ENSMUSG00000029915",0,2,2,9,10,7
"ENSMUSG00000058250",0,0,2,4,0,0
"ENSMUSG00000068587",2699,1309,2335,2016,1425,1974
"ENSMUSG00000029885",0,0,0,0,0,0
"ENSMUSG00000076461",3,0,1,0,0,0
"ENSMUSG00000051936",0,0,0,0,0,0
"ENSMUSG00000029883",0,0,0,0,0,0
"ENSMUSG00000063252",0,0,0,0,0,0
"ENSMUSG00000036996",0,0,0,0,0,0
"ENSMUSG00000090480",0,0,0,0,0,0
"ENSMUSG00000029882",0,0,0,0,0,0
"ENSMUSG00000076462",0,0,1,0,0,0
"ENSMUSG00000076463",0,2,0,1,1,0
"ENSMUSG00000076464",0,0,0,1,0,0
"ENSMUSG00000076465",0,0,0,0,0,0
"ENSMUSG00000091671",0,0,0,0,0,0
"ENSMUSG00000076466",0,0,0,0,0,12
"ENSMUSG00000076467",2,1,0,0,4,0
"ENSMUSG00000076468",1,2,1,0,3,1
"ENSMUSG00000076469",3,2,4,1,3,0
"ENSMUSG00000076470",0,0,0,1,1,0
"ENSMUSG00000076471",0,0,0,0,0,0
"ENSMUSG00000076472",0,0,0,0,2,0
"ENSMUSG00000076473",0,1,0,2,0,0
"ENSMUSG00000076474",1,0,0,0,0,0
"ENSMUSG00000076475",0,1,0,1,1,0
"ENSMUSG00000076476",0,1,0,1,0,0
"ENSMUSG00000076477",0,0,0,0,0,0
"ENSMUSG00000076478",0,0,0,1,0,0
"ENSMUSG00000076479",0,0,0,1,0,0
"ENSMUSG00000076480",1,1,2,0,3,0
"ENSMUSG00000076481",0,0,0,0,0,0
"ENSMUSG00000054106",0,0,0,0,0,0
"ENSMUSG00000036938",0,0,0,0,0,0
"ENSMUSG00000071521",0,0,0,0,0,0
"ENSMUSG00000071519",0,0,0,0,0,0
"ENSMUSG00000058119",0,0,0,0,0,0
"ENSMUSG00000059014",0,0,0,0,0,0
"ENSMUSG00000071517",0,0,0,0,0,0
"ENSMUSG00000062751",0,0,0,0,0,0
"ENSMUSG00000057163",0,0,1,0,0,0
"ENSMUSG00000076482",0,0,0,0,0,0
"ENSMUSG00000076483",1,0,0,0,0,0
"ENSMUSG00000076484",0,0,0,0,0,0
"ENSMUSG00000076485",0,0,0,1,0,0
"ENSMUSG00000076486",0,0,0,0,0,0
"ENSMUSG00000076487",0,1,0,0,0,1
"ENSMUSG00000076488",0,0,0,0,0,0
"ENSMUSG00000076489",1,0,0,0,0,0
"ENSMUSG00000076490",4,11,1,0,3,2
"ENSMUSG00000076491",0,0,0,0,0,0
"ENSMUSG00000076492",0,0,0,1,0,0
"ENSMUSG00000076493",0,0,0,0,0,0
"ENSMUSG00000076494",0,0,0,0,0,0
"ENSMUSG00000076495",0,0,0,0,0,0
"ENSMUSG00000076496",1,0,0,0,0,0
"ENSMUSG00000090818",0,0,1,0,0,0
"ENSMUSG00000076497",0,0,0,0,0,0
"ENSMUSG00000076498",4,11,5,6,4,11
"ENSMUSG00000076499",0,0,0,0,0,0
"ENSMUSG00000029869",19,10,11,16,34,13
"ENSMUSG00000029868",0,2,0,0,0,0
"ENSMUSG00000036899",0,0,0,0,0,0
"ENSMUSG00000029867",0,0,0,0,0,0
"ENSMUSG00000029866",0,0,0,0,0,0
"ENSMUSG00000045479",0,0,0,0,0,0
"ENSMUSG00000058499",0,0,0,0,0,0
"ENSMUSG00000014104",0,0,0,0,0,0
"ENSMUSG00000029865",0,0,0,0,0,0
"ENSMUSG00000062833",0,0,0,0,0,0
"ENSMUSG00000023289",0,0,0,0,0,0
"ENSMUSG00000047102",0,0,0,0,0,0
"ENSMUSG00000051917",0,0,0,0,0,0
"ENSMUSG00000029864",3225,2049,2969,2118,2789,2561
"ENSMUSG00000071506",4,3,1,10,7,6
"ENSMUSG00000029863",145,77,102,88,109,110
"ENSMUSG00000084422",0,0,0,0,0,0
"ENSMUSG00000029862",1,0,0,0,0,0
"ENSMUSG00000029861",0,0,0,0,0,1
"ENSMUSG00000065206",0,0,0,0,0,0
"ENSMUSG00000029860",616,327,689,559,750,612
"ENSMUSG00000029859",555,334,698,605,597,541
"ENSMUSG00000046652",0,0,0,0,0,0
"ENSMUSG00000056203",0,0,0,0,0,0
"ENSMUSG00000048284",0,0,0,0,0,0
"ENSMUSG00000068574",0,0,0,0,0,0
"ENSMUSG00000091983",0,0,0,0,0,0
"ENSMUSG00000090631",0,0,0,0,0,0
"ENSMUSG00000078177",22,13,19,13,9,13
"ENSMUSG00000071494",0,0,0,0,0,0
"ENSMUSG00000018656",0,1,0,0,0,0
"ENSMUSG00000029851",20,11,13,19,22,22
"ENSMUSG00000036667",51,23,40,72,80,69
"ENSMUSG00000048504",0,0,0,0,0,0
"ENSMUSG00000061091",0,0,0,0,0,0
"ENSMUSG00000065034",0,0,0,0,0,0
"ENSMUSG00000057108",0,0,0,0,0,0
"ENSMUSG00000054431",0,0,0,0,0,0
"ENSMUSG00000087766",0,0,0,0,0,0
"ENSMUSG00000049168",0,0,0,0,0,0
"ENSMUSG00000043119",0,0,0,0,0,0
"ENSMUSG00000045708",0,0,0,0,0,0
"ENSMUSG00000073111",0,0,0,0,0,0
"ENSMUSG00000073110",0,0,0,0,0,0
"ENSMUSG00000091008",0,0,0,0,0,0
"ENSMUSG00000076500",0,0,0,1,0,2
"ENSMUSG00000091386",0,0,0,0,0,0
"ENSMUSG00000073109",0,0,0,0,0,0
"ENSMUSG00000073108",0,0,0,0,0,0
"ENSMUSG00000071481",0,0,0,0,0,0
"ENSMUSG00000043605",0,0,0,0,0,0
"ENSMUSG00000048693",0,0,0,0,0,0
"ENSMUSG00000059411",0,0,0,0,0,0
"ENSMUSG00000061210",0,0,0,0,0,0
"ENSMUSG00000033542",671,387,669,639,682,747
"ENSMUSG00000029736",0,0,0,0,1,0
"ENSMUSG00000029735",704,321,452,568,538,614
"ENSMUSG00000084325",1,0,4,1,0,2
"ENSMUSG00000077146",0,0,0,0,0,0
"ENSMUSG00000039419",4,0,5,1,1,2
"ENSMUSG00000089061",0,0,0,0,0,0
"ENSMUSG00000089538",0,0,0,0,0,0
"ENSMUSG00000079575",57,22,50,35,26,36
"ENSMUSG00000029686",1964,1211,1683,1346,1474,1592
"ENSMUSG00000052241",3,1,2,8,2,1
"ENSMUSG00000029687",92,55,87,75,75,88
"ENSMUSG00000090614",0,0,0,0,0,0
"ENSMUSG00000087897",0,0,0,0,0,0
"ENSMUSG00000092729",0,0,0,0,0,0
"ENSMUSG00000093295",0,0,0,0,0,0
"ENSMUSG00000064945",0,0,0,0,0,0
"ENSMUSG00000065701",0,0,0,0,0,0
"ENSMUSG00000025823",9268,4209,5005,4468,7266,5974
"ENSMUSG00000076060",2,1,1,0,0,1
"ENSMUSG00000057764",12,19,10,8,11,6
"ENSMUSG00000051499",11,3,8,5,5,7
"ENSMUSG00000062519",102,40,91,61,24,57
"ENSMUSG00000025821",106,68,96,74,100,93
"ENSMUSG00000052763",152,95,169,103,137,131
"ENSMUSG00000072653",4,0,3,2,3,1
"ENSMUSG00000045466",83,30,62,39,57,60
"ENSMUSG00000071477",196,119,156,155,142,156
"ENSMUSG00000085343",3,1,0,2,0,2
"ENSMUSG00000092928",0,0,0,0,0,0
"ENSMUSG00000057691",393,233,370,311,310,278
"ENSMUSG00000086383",0,2,1,2,2,0
"ENSMUSG00000092888",0,0,0,0,0,0
"ENSMUSG00000042810",249,152,187,177,213,206
"ENSMUSG00000093085",0,0,0,0,1,0
"ENSMUSG00000068551",364,302,375,241,316,345
"ENSMUSG00000029797",24,19,24,1,8,8
"ENSMUSG00000068545",211,164,206,151,196,146
"ENSMUSG00000044211",277,143,219,201,168,206
"ENSMUSG00000091168",0,0,0,0,1,0
"ENSMUSG00000039347",10,7,16,17,23,23
"ENSMUSG00000073096",142,93,134,106,142,124
"ENSMUSG00000009281",5741,4376,5327,4483,5555,5239
"ENSMUSG00000052730",0,0,0,0,0,0
"ENSMUSG00000052751",1082,667,1010,573,783,750
"ENSMUSG00000007216",67,45,54,64,52,58
"ENSMUSG00000053297",3,0,2,0,0,1
"ENSMUSG00000064262",87,75,61,86,61,87
"ENSMUSG00000051124",264,181,240,169,260,216
"ENSMUSG00000054435",291,216,208,216,227,238
"ENSMUSG00000047867",256,175,215,244,231,277
"ENSMUSG00000090019",23,31,45,35,49,38
"ENSMUSG00000043931",6,4,4,9,7,7
"ENSMUSG00000044867",10,4,4,6,7,13
"ENSMUSG00000043505",16,14,16,24,19,36
"ENSMUSG00000039264",10,19,14,6,13,5
"ENSMUSG00000029810",5170,3252,4698,5268,5657,4731
"ENSMUSG00000023367",3384,2125,3209,3769,3632,3017
"ENSMUSG00000073090",0,0,0,0,0,0
"ENSMUSG00000029811",1,1,0,0,0,0
"ENSMUSG00000029813",0,0,0,0,0,0
"ENSMUSG00000089335",0,0,0,0,0,0
"ENSMUSG00000068537",2,1,1,2,2,1
"ENSMUSG00000068536",0,0,0,0,0,0
"ENSMUSG00000039215",0,0,0,0,0,0
"ENSMUSG00000029816",3,0,5,86,147,83
"ENSMUSG00000029815",313,213,263,235,268,276
"ENSMUSG00000029814",1,0,1,0,0,0
"ENSMUSG00000093275",0,0,0,0,0,0
"ENSMUSG00000029817",559,441,415,317,366,270
"ENSMUSG00000050786",42,25,31,38,26,28
"ENSMUSG00000047115",0,4,2,1,1,1
"ENSMUSG00000023403",0,0,0,0,0,0
"ENSMUSG00000090624",50,31,45,41,43,33
